NO,SAMPLE_ID,식품코드,DB군,식품명,연도,지역 / 제조사,1회제공량,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎),총 포화 지방산(g),트랜스 지방산(g),성분표출처
146,D000273-ZZ-AVG,D000273,음식,머위나물볶음,2019,전국(대표),150,108,3.5,7,7.6,1.8,718.63,0,0.8,0,외식영양성분자료집 통합본(2012-2017년)
147,D000274-ZZ-AVG,D000274,음식,멸치풋고추볶음,2019,전국(대표),20,52.38,4.65,2.24,3.41,1.43,275.54,36.6,0.39,0.02,외식영양성분자료집 통합본(2012-2017년)
148,D000276-ZZ-AVG,D000276,음식,소세지볶음,2019,전국(대표),200,471,18.8,29.9,31.8,8.9,1436.06,60.26,8.8,0.2,외식영양성분자료집 통합본(2012-2017년)
149,D000277-ZZ-AVG,D000277,음식,순대볶음,2019,전국(대표),400,582,20.7,21.3,76.7,5.4,1500.35,141.72,5.1,0.1,외식영양성분자료집 통합본(2012-2017년)
150,D000278-ZZ-AVG,D000278,음식,양송이버섯볶음,2019,전국(대표),150,136,4.5,8.3,11,1.2,515.17,0,1.4,0,외식영양성분자료집 통합본(2012-2017년)
151,D000281-ZZ-AVG,D000281,음식,오삼불고기,2019,전국(대표),200,363,25.6,19.9,20.5,7.6,885.09,184.46,5.2,0.1,외식영양성분자료집 통합본(2012-2017년)
152,D000285-ZZ-AVG,D000285,음식,주꾸미볶음,2019,전국(대표),200,211.41,18.33,5.2,22.82,5.06,918.86,200.76,0.61,0.02,외식영양성분자료집 통합본(2012-2017년)
153,D000286-ZZ-AVG,D000286,음식,표고버섯볶음,2019,전국(대표),150,142,4.5,6.7,15.8,2.6,574.8,0,0.8,0,외식영양성분자료집 통합본(2012-2017년)
154,D000287-ZZ-AVG,D000287,음식,해물볶음,2019,전국(대표),400,419.06,38.2,15.3,32.2,7.4,1755.16,329.59,2.1,0.1,외식영양성분자료집 통합본(2012-2017년)
155,D000288-ZZ-AVG,D000288,음식,곰보빵,2019,전국(대표),70,277.34,6.31,9.27,42.16,11.73,202.25,23.59,4.63,0.21,외식영양성분자료집 통합본(2012-2017년)
156,D000291-ZZ-AVG,D000291,음식,만주,2019,전국(대표),70,222.49,5.13,1.64,46.8,22.45,118.19,15.67,0.91,0.04,외식영양성분자료집 통합본(2012-2017년)
157,D000294-ZZ-AVG,D000294,음식,버터크림빵,2019,전국(대표),60,229.96,4.91,11.04,27.74,7.19,191.18,17.81,8.44,0.28,외식영양성분자료집 통합본(2012-2017년)
158,D000297-ZZ-AVG,D000297,음식,불고기피자,2019,전국(대표),200,505,27.4,16.7,61.2,9.2,916.87,45.7,9.3,0.4,외식영양성분자료집 통합본(2012-2017년)
159,D000299-ZZ-AVG,D000299,음식,참치샌드위치,2019,전국(대표),250,555,23.3,35.1,36.5,10.1,915.59,57.86,7.1,0.3,외식영양성분자료집 통합본(2012-2017년)
160,D000300-ZZ-AVG,D000300,음식,찹쌀도우넛,2019,전국(대표),70,207.05,3.53,3.68,39.95,12.13,242.99,1.16,1.95,0.04,외식영양성분자료집 통합본(2012-2017년)
161,D000301-ZZ-AVG,D000301,음식,채소고로케,2019,전국(대표),100,300.65,7.13,16.38,31.19,3.37,403.33,41.89,3.59,0.15,외식영양성분자료집 통합본(2012-2017년)
162,D000302-ZZ-AVG,D000302,음식,초콜릿케이크,2019,전국(대표),100,420.24,5.31,24.96,43.6,23.13,170,50.84,14.39,0.38,외식영양성분자료집 통합본(2012-2017년)
163,D000303-ZZ-AVG,D000303,음식,치즈케이크,2019,전국(대표),100,329.14,7.23,20.63,28.64,15.28,200.67,126.78,10.99,0.61,외식영양성분자료집 통합본(2012-2017년)
164,D000304-ZZ-AVG,D000304,음식,치즈피자,2019,전국(대표),200,553,31.4,15.8,71.2,6.8,949.96,48.04,11.5,0.4,외식영양성분자료집 통합본(2012-2017년)
165,D000308-ZZ-AVG,D000308,음식,페이스트리빵,2019,전국(대표),70,319.59,5.99,18.4,32.52,5.75,295.79,16.95,12.07,0.59,외식영양성분자료집 통합본(2012-2017년)
166,D000309-ZZ-AVG,D000309,음식,페퍼로니피자,2019,전국(대표),200,532,29.4,14.8,70.3,7.5,945.22,41.73,10.9,0.4,외식영양성분자료집 통합본(2012-2017년)
167,D000310-ZZ-AVG,D000310,음식,포테이토피자,2019,전국(대표),250,628,28,25.5,71.6,8.5,999.93,48.95,10.3,0.3,외식영양성분자료집 통합본(2012-2017년)
168,D000313-ZZ-AVG,D000313,음식,수정과,2019,전국(대표),150,133,0.6,5.47,20.34,20.69,9.72,0,0.06,0.08,외식영양성분자료집 통합본(2012-2017년)
169,D000314-ZZ-AVG,D000314,음식,식혜,2019,전국(대표),150,130.14,2.3,2.63,24.32,17.04,3.38,0,0.07,0,외식영양성분자료집 통합본(2012-2017년)
170,D000316-ZZ-AVG,D000316,음식,간장마늘쫑장아찌,2019,전국(대표),50,30,1,0.5,5.4,3.9,813.64,0,0,0,외식영양성분자료집 통합본(2012-2017년)
171,D000317-ZZ-AVG,D000317,음식,고추장마늘쫑장아찌,2019,전국(대표),50,55,1.3,0.9,10.5,5.6,707.34,0,0.1,0,외식영양성분자료집 통합본(2012-2017년)
172,D000321-ZZ-AVG,D000321,음식,매실장아찌,2019,전국(대표),30,72.88,0.5,0.13,17.43,11.45,337.86,0,0.02,0,외식영양성분자료집 통합본(2012-2017년)
173,D000322-ZZ-AVG,D000322,음식,무장아찌,2019,전국(대표),30,23.92,0.44,0.23,5.03,2.88,879.81,0.04,0.01,0,외식영양성분자료집 통합본(2012-2017년)
174,D000327-ZZ-AVG,D000327,음식,낙지꼬지,2019,전국(대표),80,75.35,13.14,1.28,2.83,0,207.07,133.75,0.14,0.01,외식영양성분자료집 통합본(2012-2017년)
175,D000329-ZZ-AVG,D000329,음식,소고기산적,2019,전국(대표),200,453.07,48.41,25.57,7.33,0,1392.83,134.83,7.05,0.87,외식영양성분자료집 통합본(2012-2017년)
176,D000330-ZZ-AVG,D000330,음식,소라산적,2019,전국(대표),80,120.1,17.92,2.51,6.45,0.85,396.68,100.34,0.38,0.01,외식영양성분자료집 통합본(2012-2017년)
177,D000331-ZZ-AVG,D000331,음식,오징어산적,2019,전국(대표),80,101.71,17.37,1.98,3.6,0.92,477.11,234.25,0.27,0,외식영양성분자료집 통합본(2012-2017년)
178,D000333-ZZ-AVG,D000333,음식,홍합산적,2019,전국(대표),80,156.66,17.78,4.8,10.58,3.34,719.72,60.71,0.83,0.04,외식영양성분자료집 통합본(2012-2017년)
179,D000334-ZZ-AVG,D000334,음식,가자미전,2019,전국(대표),150,230.28,25.76,11.06,6.91,0.3,819.37,176.27,2.24,0.05,외식영양성분자료집 통합본(2012-2017년)
180,D000336-ZZ-AVG,D000336,음식,고추전,2019,전국(대표),150,274.69,12.91,17.22,17.01,2.17,362.21,78.81,3.52,0.09,외식영양성분자료집 통합본(2012-2017년)
181,D000337-ZZ-AVG,D000337,음식,굴전,2019,전국(대표),100,195,10.6,10.5,14.5,1.3,325.7,96.88,2.1,0.1,외식영양성분자료집 통합본(2012-2017년)
182,D000339-ZZ-AVG,D000339,음식,깻잎전,2019,전국(대표),150,361.1,17.74,25.78,14.54,1.06,480.15,131.8,5.43,0.15,외식영양성분자료집 통합본(2012-2017년)
183,D000340-ZZ-AVG,D000340,음식,녹두빈대떡,2019,전국(대표),100,207.94,7.94,10.27,20.93,0.1,232.05,12.48,2.26,0.06,외식영양성분자료집 통합본(2012-2017년)
184,D000342-ZZ-AVG,D000342,음식,동그랑땡(육원전),2019,전국(대표),150,309.2,19.62,20,12.68,0.98,553.09,103.27,4.66,0.12,외식영양성분자료집 통합본(2012-2017년)
185,D000343-ZZ-AVG,D000343,음식,동태전,2019,전국(대표),150,268.05,22.64,15.04,10.54,0.22,702.16,178.76,3.16,0.09,외식영양성분자료집 통합본(2012-2017년)
186,D000345-ZZ-AVG,D000345,음식,두부전,2019,전국(대표),150,254.64,20.46,15.87,7.5,0.03,317.15,3.28,2.01,0.04,외식영양성분자료집 통합본(2012-2017년)
187,D000346-ZZ-AVG,D000346,음식,미나리전,2019,전국(대표),150,226.41,5.24,7.62,34.23,1.74,248.7,11.89,1.23,0.05,외식영양성분자료집 통합본(2012-2017년)
188,D000347-ZZ-AVG,D000347,음식,배추전,2019,전국(대표),150,240.75,5.17,8.67,35.52,5.02,326.83,7.23,1.37,0.08,외식영양성분자료집 통합본(2012-2017년)
189,D000348-ZZ-AVG,D000348,음식,버섯전,2019,전국(대표),150,240.69,10.52,14.87,16.19,2.74,313.76,100.1,2.29,0.06,외식영양성분자료집 통합본(2012-2017년)
190,D000350-ZZ-AVG,D000350,음식,야채전,2019,전국(대표),100,194,5.4,9.5,21.6,2.4,321.52,43.15,2.1,0.1,외식영양성분자료집 통합본(2012-2017년)
191,D000351-ZZ-AVG,D000351,음식,파전,2019,전국(대표),150,292.8,6.83,14.03,34.81,0.79,345.96,46.14,2.26,0.07,외식영양성분자료집 통합본(2012-2017년)
192,D000353-ZZ-AVG,D000353,음식,햄부침,2019,전국(대표),100,244,11.3,17.1,11.3,1,715.66,72.11,4.4,0.1,외식영양성분자료집 통합본(2012-2017년)
193,D000354-ZZ-AVG,D000354,음식,호박부침개,2019,전국(대표),100,129,3.9,8.1,10.1,3.6,174.33,52.48,1.7,0.1,외식영양성분자료집 통합본(2012-2017년)
194,D000355-ZZ-AVG,D000355,음식,호박전,2019,전국(대표),150,208.1,6.48,13.09,16.1,2.85,276.95,92.52,2.34,0.06,외식영양성분자료집 통합본(2012-2017년)
195,D000356-ZZ-AVG,D000356,음식,화양적,2019,전국(대표),150,272.65,13.58,14.77,21.35,1.21,797.03,123.25,3.82,0.1,외식영양성분자료집 통합본(2012-2017년)
196,D000357-ZZ-AVG,D000357,음식,가자미조림,2019,전국(대표),300,297.98,37.1,7.1,21.5,10.5,1692.83,227.98,1.3,0.1,외식영양성분자료집 통합본(2012-2017년)
197,D000360-ZZ-AVG,D000360,음식,고추조림,2019,전국(대표),100,111,3.3,4.9,13.4,7.1,779.1,7.09,0.7,0,외식영양성분자료집 통합본(2012-2017년)
198,D000362-ZZ-AVG,D000362,음식,동태조림,2019,전국(대표),250,276,40.8,4.7,17.4,10.2,1391.69,218.45,1.1,0.2,외식영양성분자료집 통합본(2012-2017년)
199,D000363-ZZ-AVG,D000363,음식,돼지고기메추리알장조림,2019,전국(대표),50,63.49,8.34,1.85,3.37,1.27,582.99,47.64,0.44,0,외식영양성분자료집 통합본(2012-2017년)
200,D000366-ZZ-AVG,D000366,음식,북어조림,2019,전국(대표),100,181.86,20.83,3.33,17.14,8.2,765.95,99.63,0.67,0.05,외식영양성분자료집 통합본(2012-2017년)
201,D000367-ZZ-AVG,D000367,음식,소고기메추리알장조림,2019,전국(대표),50,60.65,8.14,1.84,2.88,0.71,602.12,41.52,0.45,0.02,외식영양성분자료집 통합본(2012-2017년)
202,D000370-ZZ-AVG,D000370,음식,조기조림,2019,전국(대표),300,384,41.1,18.8,12.8,4.5,1771.22,228.18,5,0.1,외식영양성분자료집 통합본(2012-2017년)
203,D000372-ZZ-AVG,D000372,음식,게살죽,2019,전국(대표),800,564.83,17.9,7.09,107.35,0.17,1453.82,50.16,2.11,0.07,외식영양성분자료집 통합본(2012-2017년)
204,D000373-ZZ-AVG,D000373,음식,깨죽,2019,전국(대표),800,515.35,13.66,15.94,79.31,3.59,1160.19,0,2.83,0.01,외식영양성분자료집 통합본(2012-2017년)
205,D000375-109-AVG,D000375,음식,백합죽,2019,부안,700,455.28,16.5,5.6,84.7,0,996.8,32.1,1.3,0,외식영양성분자료집 통합본(2012-2017년)
206,D000376-ZZ-AVG,D000376,음식,소고기버섯죽,2019,전국(대표),800,578.28,18.75,7.47,109.03,0.26,1261.8,26.08,2.72,0.14,외식영양성분자료집 통합본(2012-2017년)
207,D000377-110-AVG,D000377,음식,어죽,2019,영동,800,552.06,20.4,7.5,100.8,9.8,2105.53,35.47,1.7,0,외식영양성분자료집 통합본(2012-2017년)
208,D000378-ZZ-AVG,D000378,음식,잣죽,2019,전국(대표),700,874.48,19.18,19.63,155.28,2.36,878.81,0,1.99,0.24,외식영양성분자료집 통합본(2012-2017년)
209,D000380-ZZ-AVG,D000380,음식,참치죽,2019,전국(대표),800,659.6,24.19,16.06,104.57,1.36,1342.4,39.96,1.81,0.06,외식영양성분자료집 통합본(2012-2017년)
210,D000384-ZZ-AVG,D000384,음식,고등어찌개,2019,전국(대표),600,601.62,48.9,33.7,25.6,7.4,2584.06,156.06,7.1,0.3,외식영양성분자료집 통합본(2012-2017년)
211,D000385-ZZ-AVG,D000385,음식,김치찌개,2019,전국(대표),400,243.03,15.07,15,11.93,3.02,1962.14,25.18,2.76,0.03,외식영양성분자료집 통합본(2012-2017년)
212,D000386-ZZ-AVG,D000386,음식,꽁치찌개,2019,전국(대표),300,355,24,23.3,12.2,5.9,1296.4,63.32,4.9,2.9,외식영양성분자료집 통합본(2012-2017년)
213,D000389-ZZ-AVG,D000389,음식,두부전골,2019,전국(대표),500,315.16,25.6,16.1,17.1,3.5,1650.77,8.85,2.4,0,외식영양성분자료집 통합본(2012-2017년)
214,D000390-ZZ-AVG,D000390,음식,버섯찌개,2019,전국(대표),400,167.56,14.7,5.2,15.4,4.4,1293.87,16.55,1.3,0.1,외식영양성분자료집 통합본(2012-2017년)
215,D000392-111-AVG,D000392,음식,부대찌개,2019,의정부,600,399.5,18.4,18.6,39.7,6.2,2321.9,52.54,5.4,0.1,외식영양성분자료집 통합본(2012-2017년)
216,D000393-ZZ-AVG,D000393,음식,새우젓두부찌개,2019,전국(대표),300,166,16.2,8.1,7.2,1.7,1123.08,10.71,1.6,0,외식영양성분자료집 통합본(2012-2017년)
217,D000394-ZZ-AVG,D000394,음식,소곱창전골,2019,전국(대표),600,529,41.6,27.3,29.2,2.3,1779.63,453.19,8.3,0.5,외식영양성분자료집 통합본(2012-2017년)
218,D000399-ZZ-AVG,D000399,음식,햄김치찌개,2019,전국(대표),300,189,11.1,10.4,12.7,3.6,1583.05,29.12,3.7,0.1,외식영양성분자료집 통합본(2012-2017년)
219,D000400-ZZ-AVG,D000400,음식,호박찌개,2019,전국(대표),300,95,5.6,2.6,12.2,5.8,1024.11,9.26,0.4,0,외식영양성분자료집 통합본(2012-2017년)
220,D000404-ZZ-AVG,D000404,음식,대구찜,2019,전국(대표),500,376.42,51.7,7.9,24.7,5.7,1898.67,263.32,1.1,0,외식영양성분자료집 통합본(2012-2017년)
221,D000406-ZZ-AVG,D000406,음식,동태찜,2019,전국(대표),500,394.32,50.9,9.7,25.8,5.7,1985.6,284.22,1.6,0.1,외식영양성분자료집 통합본(2012-2017년)
222,D000408-ZZ-AVG,D000408,음식,돼지등갈비찜,2019,전국(대표),450,961.04,72.1,49.2,57.4,24.1,2395.17,199.57,16.1,0.3,외식영양성분자료집 통합본(2012-2017년)
223,D000409-ZZ-AVG,D000409,음식,돼지머리고기,2019,전국(대표),200,650,42.4,52,3.5,0.1,333.64,171.1,15.2,0.4,외식영양성분자료집 통합본(2012-2017년)
224,D000410-112-AVG,D000410,음식,매운갈비찜,2019,대구광역시 중구,300,517.44,61.3,19.7,23.7,10.7,1138.51,163.29,8,0.5,외식영양성분자료집 통합본(2012-2017년)
225,D000414-ZZ-AVG,D000414,음식,북어찜,2019,전국(대표),150,235,28.1,5.7,18,6.4,900.98,153.1,0.9,0.1,외식영양성분자료집 통합본(2012-2017년)
226,D000415-100-AVG,D000415,음식,붕어찜,2019,광주,1100,835.6,54.3,36.9,71.6,16.2,3952.03,186.23,5.8,0.3,외식영양성분자료집 통합본(2012-2017년)
227,D000416-ZZ-AVG,D000416,음식,소갈비찜,2019,전국(대표),250,494.6,49.86,26.96,13.14,4.32,753.63,141.48,10.33,1.07,외식영양성분자료집 통합본(2012-2017년)
228,D000417-ZZ-AVG,D000417,음식,순대,2019,전국(대표),300,542.42,19.56,25.64,58.36,3.5,1019.19,19.22,7.3,0.12,외식영양성분자료집 통합본(2012-2017년)
229,D000418-ZZ-AVG,D000418,음식,아구찜,2019,전국(대표),400,310.87,48.3,5.31,17.47,0.69,1406.2,389.13,0.86,0.03,외식영양성분자료집 통합본(2012-2017년)
230,D000419-29-AVG,D000419,음식,아구찜,2019,마산,750,492.32,65.4,6.5,43.1,8.2,3425.72,420.21,1.1,0,외식영양성분자료집 통합본(2012-2017년)
231,D000420-113-AVG,D000420,음식,안동찜닭,2019,안동,1500,1364.21,114.2,38.8,139.5,66.8,5462.32,450.42,10.3,0.2,외식영양성분자료집 통합본(2012-2017년)
232,D000422-ZZ-AVG,D000422,음식,조기찜,2019,전국(대표),100,182.12,20.06,10.59,1.64,0,602.03,138.43,2.85,0.08,외식영양성분자료집 통합본(2012-2017년)
233,D000424-ZZ-AVG,D000424,음식,참꼬막,2019,전국(대표),80,90.79,12.47,2.5,4.59,0,234.16,65.03,0.38,0.02,외식영양성분자료집 통합본(2012-2017년)
234,D000426-ZZ-AVG,D000426,음식,해물찜,2019,전국(대표),500,400.08,42.6,9.8,35.4,5.5,2137.21,419.16,1.5,0,외식영양성분자료집 통합본(2012-2017년)
235,D000432-114-AVG,D000432,음식,곰탕,2019,나주,300,183.25,19.4,3.7,18.1,0.5,716.36,50.41,1.5,0.1,외식영양성분자료집 통합본(2012-2017년)
236,D000433-ZZ-AVG,D000433,음식,광어매운탕,2019,전국(대표),600,419.79,58.42,16.62,9.13,1.42,1799.02,375.05,3.04,0.08,외식영양성분자료집 통합본(2012-2017년)
237,D000436-ZZ-AVG,D000436,음식,낙지탕,2019,전국(대표),600,187.8,29.4,3.2,10.4,1.9,1704.69,292.42,0.4,0,외식영양성분자료집 통합본(2012-2017년)
238,D000440-ZZ-AVG,D000440,음식,대구매운탕,2019,전국(대표),600,361.75,57.36,7.21,16.84,1.09,1983.9,516.74,0.97,0.03,외식영양성분자료집 통합본(2012-2017년)
239,D000441-ZZ-AVG,D000441,음식,대구지리탕,2019,전국(대표),600,262.02,41.6,6.2,9.9,1.5,1476.25,283.08,1.1,0.1,외식영양성분자료집 통합본(2012-2017년)
240,D000443-ZZ-AVG,D000443,음식,메기매운탕,2019,전국(대표),600,400,28.6,10.2,48.6,5.7,1859.96,137.36,2.9,0.2,외식영양성분자료집 통합본(2012-2017년)
241,D000444-ZZ-AVG,D000444,음식,복지리탕,2019,전국(대표),600,232.05,41.7,2.7,10.3,1.4,1349.98,209.78,0.4,0,외식영양성분자료집 통합본(2012-2017년)
242,D000447-ZZ-AVG,D000447,음식,소탕,2019,전국(대표),150,86.37,7.66,5.35,1.9,0.03,353.59,0,0.58,0.01,외식영양성분자료집 통합본(2012-2017년)
243,D000448-ZZ-AVG,D000448,음식,아구탕,2019,전국(대표),600,246.07,37.8,4.9,12.8,1.8,1863.34,318.93,0.8,0,외식영양성분자료집 통합본(2012-2017년)
244,D000450-ZZ-AVG,D000450,음식,어탕,2019,전국(대표),150,85.87,12.7,3.09,1.82,0,485.08,52.57,0.44,0.01,외식영양성분자료집 통합본(2012-2017년)
245,D000451-ZZ-AVG,D000451,음식,연포탕,2019,전국(대표),1000,541.64,94.9,9.03,20.19,0.23,2337.46,1057.46,1.75,0.08,외식영양성분자료집 통합본(2012-2017년)
246,D000453-ZZ-AVG,D000453,음식,우럭매운탕,2019,전국(대표),600,406.82,52.15,17.03,11.24,1.08,1773.88,362.77,2.97,0.08,외식영양성분자료집 통합본(2012-2017년)
247,D000456-ZZ-AVG,D000456,음식,전복탕,2019,전국(대표),600,196.85,26.8,3,15.8,1.3,1774.4,291.38,0.6,0,외식영양성분자료집 통합본(2012-2017년)
248,D000457-ZZ-AVG,D000457,음식,조기매운탕,2019,전국(대표),600,384.38,35.1,19.4,17.3,4.3,2272.92,274.17,4.8,0.1,외식영양성분자료집 통합본(2012-2017년)
249,D000458-115-AVG,D000458,음식,짱뚱어탕,2019,순천,600,188.77,11.5,8.5,16.6,2.4,2050.9,22.22,0.9,0,외식영양성분자료집 통합본(2012-2017년)
250,D000460-116-AVG,D000460,음식,추어탕,2019,남원,1000,316.72,22.7,13.2,26.8,0,2635.78,90.31,1.9,0,외식영양성분자료집 통합본(2012-2017년)
251,D000461-ZZ-AVG,D000461,음식,해물탕,2019,전국(대표),600,267.81,39.8,4.7,16.6,0.8,2046.24,469.49,0.8,0,외식영양성분자료집 통합본(2012-2017년)
252,D000463-ZZ-AVG,D000463,음식,고구마맛탕,2019,전국(대표),200,491,3.3,11,94.6,38.7,76.93,0,1.9,0,외식영양성분자료집 통합본(2012-2017년)
253,D000464-ZZ-AVG,D000464,음식,고구마튀김,2019,전국(대표),100,252.96,2.72,11.87,33.8,7.72,148.41,20.84,1.74,0.05,외식영양성분자료집 통합본(2012-2017년)
254,D000465-ZZ-AVG,D000465,음식,고추튀김,2019,전국(대표),100,202,7.6,12.6,14.6,2.3,249.15,35.91,2.7,0.1,외식영양성분자료집 통합본(2012-2017년)
255,D000468-ZZ-AVG,D000468,음식,닭튀김,2019,전국(대표),300,903,65.2,49.7,48.8,1.5,1244.48,177.93,13,0.4,외식영양성분자료집 통합본(2012-2017년)
256,D000469-ZZ-AVG,D000469,음식,등심돈가스,2019,전국(대표),200,623.83,32.99,37.54,38.49,3.66,574.08,98.16,9.12,0.26,외식영양성분자료집 통합본(2012-2017년)
257,D000470-112-AVG,D000470,음식,모래집튀김,2019,대구광역시 중구,150,468.37,28.1,26.6,29.1,1.8,322.44,251.91,4.1,0.2,외식영양성분자료집 통합본(2012-2017년)
258,D000471-ZZ-AVG,D000471,음식,미꾸라지튀김,2019,전국(대표),100,387.49,10.89,25.39,28.85,0.3,324.47,50.15,3.89,0.15,외식영양성분자료집 통합본(2012-2017년)
259,D000473-ZZ-AVG,D000473,음식,생선까스,2019,전국(대표),200,653.44,24.33,41.1,46.56,1.96,788.62,72.72,7.96,0.25,외식영양성분자료집 통합본(2012-2017년)
260,D000474-ZZ-AVG,D000474,음식,안심돈가스,2019,전국(대표),200,651.75,33.28,42.4,34.25,2.77,551.55,105.47,8.55,0.25,외식영양성분자료집 통합본(2012-2017년)
261,D000475-ZZ-AVG,D000475,음식,양념치킨,2019,전국(대표),200,552,35.5,26.8,42.3,12.5,805.49,137.79,5.4,0.2,외식영양성분자료집 통합본(2012-2017년)
262,D000477-ZZ-AVG,D000477,음식,쥐포튀김,2019,전국(대표),100,356.91,9.62,16.49,42.5,7.96,717.02,28.7,2.29,0.1,외식영양성분자료집 통합본(2012-2017년)
263,D000479-ZZ-AVG,D000479,음식,치즈돈가스,2019,전국(대표),250,755.37,42.02,46.69,41.76,3.57,870.77,98.81,13.59,0.44,외식영양성분자료집 통합본(2012-2017년)
